title,url,platform,keyword,company,source_type,collected_at
"38살인 내가, 1년 만에 영어 실력 빠르게 키운 방법
단계부터가 영어 실력 급향상 포인트라고 생각한다. 물론 전화영어를 하려면 1~3이 병행 혹은 숙달되어야하고. 아래는 민병철 ",https://brunch.co.kr/@@e66h/117,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"콜로소 AI 상담원은 어떻게 해결률 80%를 달성했을까
응대 도구가 아닌 조직 전체의 매출과 성장을 함께 만들어갈 ‘전략적 파트너’로 보고 있습니다. 함께 읽으면 좋은 글 민병철유",https://brunch.co.kr/@@8kCc/245,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"02. 왜 화상영어를 창업했을까?
제가 직접 영어 공부를 하려다가 너무 비싸서 창업하게 된 서비스입니다. 1. 화상영어, 왜 이렇게 비싸야 할까요? ""민병철 유폰 하려다가 창업했어",https://brunch.co.kr/@@1huN/273,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"화상영어 전화영어 선택하는법 총정리
희망하신다면 무조건 '큰 업체'를 선택하셔야 합니다. 인터넷에서 유명한 업체는 큰 업체가 아니에요. 정말 큰 업체, 민병철 유폰과 같은 정말 유",https://brunch.co.kr/@@1huN/271,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"너 미쳤어? 뭐 하는 거야? 영어로 말을 못 하던 내가
말도 못 해보고 초급 레벨 결과지를 받았었어요. 와, 그때도 적었지만 얼마나 포기하고 싶던지요. 이후, 다시 용기 내서 민병",https://brunch.co.kr/@@hB2E/181,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"민병철은 어떻게 나를 4년 동안 이용하게 만들었나? 1
쿠폰을 통으로 날려버리지 않기 위해 연장을 하고 있는 나.. 얼른 소진하고 이 개미지옥을 탈출하고 싶다 하핳. 민병철 2.0",https://brunch.co.kr/@@2gOz/63,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"가끔 컨디션이 안 좋을 수도 있지!
어제 오전 11시에 먹은 것도 게어낸 후 오후 3시에 먹는 첫끼였다. 얼마나 맛있던지. 그리고, 영어 수업을 시작했다. 민병철유폰에서의 단점은 ",https://brunch.co.kr/@@hB2E/185,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"민병철은 어떻게 나를 4년 동안 이용하게 만들었나? 2
도와준다. 그리고 그 편리함이 적응되면, 우리는 다시 기존의 불편함으로 돌아갈 수 없게 된다. ✔️ 민병철 유폰 서비스로 알",https://brunch.co.kr/@@2gOz/64,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"10년 만의 영어 면접과 6개월의 영어 공부 (2)
엄청 좋다. 영어 학원 직접 다니는 것보다 오히려 좋은 듯한 수업. 2) 말문아 터져라 회화 수업 - 민병철유폰 (★★★★) 가",https://brunch.co.kr/@@c6pw/19,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"대기업 직장인의 캠블리 영어회화 6개월 이용 후기
진 시간 vs 내가 원할 때마다 최종 선택은? 결론은 윗 항목별 밑줄친 것들의 합계였습니다. 그 결과 2가지로 압축되더군요. 민병",https://brunch.co.kr/@@2ngx/326,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"10년 만의 영어 면접과 6개월의 영어 공부 (1)
심폐소생 수준이 아니라 가서 살고 공부하고 발표하기 위한 진짜 영어공부. 리얼클래스로 시작해서 말해보카, 스픽, 민병철유폰과 팟",https://brunch.co.kr/@@c6pw/18,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"23년 8월, 전화영어 그 꾸준함에 도전하다
사이에 상호피드백이 확실한, 그리고 혹시 모를 사태를 위해 홀딩 기능이 존재하는 플랫폼을 찾았다. 그렇게 선택한 곳은 '민병철유폰'이었",https://brunch.co.kr/@@7vrw/118,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"돈이 아깝지 않은 서비스들의 UX
구매 과정이 불쾌한경우도 많았다. 개인적으로 물건 또는 서비스를 구입 한 후, 가장 즐거운 경험을 했던 애플과 민병철 유폰에는 4가지의 편리한 U",https://brunch.co.kr/@@5g3V/9,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"누구를 위한 리서치_09
아니지만 현재 이용 중인 서비스 중 분석해보면 좋을 것 같다는 생각이 드는 '민병철 유폰'서비스를 분석해보려 한다. [민병철 유폰] 현재 영어공부를 위해 ",https://brunch.co.kr/@@m87/10,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"쉐도우 스피킹 1년, 전화영어 두달, 그리고 오픽 IH
영어공부는 나몰라라 미친듯이 정주행하고 있는 스스로를 발견한다는 점이다. 넷플릭스엔 너무 많은 유혹이 도사린다. 2. 민병철",https://brunch.co.kr/@@3mnr/15,brunch,민병철유폰,uphone,blog,2026-01-18T17:08:14.435005
"#4 언어를 몰라도 괜찮다-1
대한민국에서 영어 공부 좀 한다는 사람들은 모두 다 아는 '야나두'를 시작으로, '빨간 모자선생님'의 유튜브 영상과 '민병철 전화영어'를 통해 한 2",https://brunch.co.kr/@@785E/82,brunch,민병철 전화영어,uphone,blog,2026-01-18T17:08:14.435005
"지금까지 써 본 영어공부 앱/웹 순위 총정리 6
이 앱에서 매일 제공해주는 수업보다는 자유 대화 기능을 더 애용하고 있어요. ⠀ ⠀ 그외 다수 리얼영어? 리얼클래스? (타일러가 광",https://brunch.co.kr/@@2nCj/170,brunch,민병철 전화영어,uphone,blog,2026-01-18T17:08:14.435005
"민병철 영어
해야 한다니 아이고 어쩌냐는 반응을 한다. 하하 오늘의 주제는 뒷전이고 일단 화가 난 나의 상태를 줄줄 이야기했는데 민병철 영어 전화 속 그녀는 다 받아준다. 적절히 ",https://brunch.co.kr/@@3gdh/4355,brunch,민병철 전화영어,uphone,blog,2026-01-18T17:08:14.435005
"아줌마 근성
삐보삐보? 삐리리삐리릭? 삐릭삐릭? 여하튼 보통 전화음과는 확연히 차이가 나는 특별한 음. 민병철 영어다. 아뿔싸. 또 깜빡했다. 모임 있을 땐 취소를 해야 하는데 까",https://brunch.co.kr/@@3gdh/5115,brunch,민병철 전화영어,uphone,blog,2026-01-18T17:08:14.435005
"제12화. 두 번째 멘토, 송성문 선생님!
대학에서도 민병철 생활영어를 교재로 사용하기도 했어요. 후에 외국의 팝 음악이 많이 들어오며 ‘오성식 팝스 잉글리시’도 유행해서 많이 좋",https://brunch.co.kr/@@gyw4/26,brunch,민병철 전화영어,uphone,blog,2026-01-18T17:08:14.435005
"전화영어 어떻게 하고 계세요?
영어실력을 키우는 것은 나에게 우선순위였고 작년 12월부터 비중을 높게 가져가 나의 과제 중 하나였다. 간략하게 민병철 U폰의 전화영어 하는 구성 방",https://brunch.co.kr/@@4mR1/16,brunch,민병철 전화영어,uphone,blog,2026-01-18T17:08:14.435005
"지인들도 칭찬해준 내 새해 목표
더 힘이 나고 동기부여도 됐다. 목표를 달성하기 위해 민병철 유폰 전화영어를 6개월 결제했다. 나는 돈을 쓰면 손해보기 싫어서...10만원, 총 6",https://brunch.co.kr/@@e66h/56,brunch,민병철 화상영어,uphone,blog,2026-01-18T17:08:14.435005
"내가 일이 가장 잘되는 곳에서 일하는 것 - 신뢰 기반의 일하는 방식 변화
전화영어 ‘민병철유폰'을 서비스하고 있는데, 클라우드 기반 서비스를 제공하기 위해서는 그것과 같은 방식으",https://brunch.co.kr/@@7xq/13,brunch,민병철 화상영어,uphone,blog,2026-01-18T17:08:14.435005
